"main_category","currency","goal","pledged",,,
"Publishing","USD","5500","61",,,
"Art","USD","12700","14925",,,
"Film & Video","USD","5000","6005",,,
"Music","USD","20000","23968.5",,,
"Games","USD","8000","45",,,
"Games","USD","25000","1926",,,
"Music","USD","1000","912",,,
"Games","USD","3000","25",,,
"Technology","USD","30000","2344134.67",,,
"Comics","USD","15000","75770.03",,,
"Publishing","USD","350","665",,,
"Comics","USD","500","48",,,
"Art","USD","250","1",,,
"Food","USD","10000","10076",,,
"Food","USD","50000","0",,,
"Art","USD","10000","0",,,
"Photography","USD","3000","6095",,,
"Art","USD","1000","30",,,
"Theater","USD","7200","8670",,,
"Fashion","USD","40000","154788",,,
"Film & Video","USD","1300","2330",,,
"Theater","USD","500","505",,,
"Games","USD","10000","4233",,,
"Comics","USD","10000","130",,,
"Games","USD","2000","2",,,
"Art","USD","8000","0",,,
"Technology","USD","150000","158455",,,
"Film & Video","USD","1500","90",,,
"Games","USD","15000","42660.66",,,
"Art","USD","2500","135",,,
"Publishing","USD","5500","6",,,
"Film & Video","USD","1200","2124",,,
"Fashion","USD","10000","69167",,,
"Design","USD","2600","6121",,,
"Film & Video","USD","22000","2005",,,
"Art","USD","3600","3855",,,
"Fashion","USD","10000","0",,,
"Design","USD","50000","56523",,,
"Film & Video","USD","1000","1140",,,
"Film & Video","USD","700","930",,,
"Games","USD","8000","5611",,,
"Technology","USD","750000","81060.67",,,
"Publishing","USD","700","437",,,
"Dance","USD","10000","10287",,,
"Music","USD","800","817",,,
"Film & Video","USD","20000","26100",,,
"Food","USD","42500","4771",,,
"Publishing","USD","1500","361",,,
"Fashion","USD","4000","0",,,
"Games","USD","6500","6969.04",,,
"Food","USD","10000","3",,,
"Film & Video","USD","1168","1204",,,
"Art","USD","33333","7735",,,
"Film & Video","USD","15000","115",,,
"Film & Video","USD","7900","567",,,
"Design","USD","2500","130",,,
"Publishing","USD","10000","25",,,
"Design","USD","79000","90",,,
"Film & Video","USD","3500","4652",,,
"Publishing","USD","5500","5675",,,
"Publishing","USD","5000","6249.11",,,
"Art","USD","3000","3100",,,
"Music","USD","1000","1075",,,
"Music","USD","2000","395",,,
"Technology","USD","10000","6",,,
"Art","USD","2500","2780",,,
"Games","USD","3000","746",,,
"Food","USD","9750","9838",,,
"Fashion","USD","3500","50",,,
"Music","USD","3000","4525",,,
"Games","USD","10000","100",,,
"Music","USD","5000","7731.33",,,
"Photography","USD","8000","0",,,
"Games","USD","2000","20",,,
"Art","USD","5000","75",,,
"Technology","USD","10000","20848",,,
"Photography","USD","5000","0",,,
"Design","USD","5000","5145",,,
"Film & Video","USD","5000","430",,,
"Publishing","USD","20000","36192",,,
"Food","USD","20","0",,,
"Music","USD","3000","3493",,,
"Film & Video","USD","25000","105",,,
"Music","USD","21000","2",,,
"Fashion","USD","5000","600",,,
"Photography","USD","700","5",,,
"Film & Video","USD","1000","20",,,
"Music","USD","7000","242",,,
"Music","USD","9500","1885",,,
"Publishing","USD","3000","25",,,
"Art","USD","1300","10",,,
"Film & Video","USD","30000","1025",,,
"Crafts","USD","1400","50",,,
"Publishing","USD","10000","13824.33",,,
"Comics","USD","25000","58",,,
"Games","USD","650","874",,,
"Food","USD","10000","0",,,
"Comics","USD","15000","41376.14",,,
"Design","USD","5000","5782",,,
"Technology","USD","10000","200",,,
"Music","USD","4500","4660",,,
"Games","USD","10000","10452",,,
"Games","USD","75000","14410",,,
"Film & Video","USD","3500","4680.69",,,
"Design","USD","300000","10",,,
"Fashion","USD","5000","1006",,,
"Music","USD","500","315",,,
"Food","USD","14000","5661",,,
"Music","USD","10000","0",,,
"Food","USD","3500","3712",,,
"Technology","USD","4500","0",,,
"Food","USD","100000","0",,,
"Music","USD","3000","3000",,,
"Music","USD","50000","0",,,
"Theater","USD","2000","2025",,,
"Film & Video","USD","5000","35",,,
"Publishing","USD","11333","12083",,,
"Games","USD","75000","25",,,
"Journalism","USD","20000","651",,,
"Music","USD","10000","1296",,,
"Film & Video","USD","7500","8035",,,
"Photography","USD","5000","1142",,,
"Crafts","USD","1250","211",,,
"Music","USD","5000","50",,,
"Dance","USD","3000","3858.13",,,
"Art","USD","100","3",,,
"Music","USD","10000","10125",,,
"Film & Video","USD","12000","0",,,
"Publishing","USD","7770","586",,,
"Technology","USD","30000","14085",,,
"Music","USD","65000","0",,,
"Food","USD","10000","0",,,
"Art","USD","1500","200",,,
"Comics","USD","3500","3856",,,
"Publishing","USD","2500","2665",,,
"Food","USD","5000","6475",,,
"Film & Video","USD","7500","260",,,
"Design","USD","500","100",,,
"Music","USD","500","510",,,
"Art","USD","1500","1520",,,
"Music","USD","5000","5089",,,
"Food","USD","5000","1625",,,
"Music","USD","225","0",,,
"Theater","USD","2000","2666",,,
"Music","USD","10000","14546",,,
"Film & Video","USD","1500","55",,,
"Publishing","USD","19500","19796",,,
"Publishing","USD","10000","7620",,,
"Music","USD","10000","503",,,
"Music","USD","6000","2518",,,
"Art","USD","450","641",,,
"Film & Video","USD","5000","0",,,
"Art","USD","16137","1",,,
"Food","USD","500","0",,,
"Music","USD","2000","3102",,,
"Design","USD","7900","1626",,,
"Publishing","USD","10000","0",,,
"Music","USD","600","1230",,,
"Art","USD","3500","1",,,
"Theater","USD","3000","3485",,,
"Film & Video","USD","14000","112",,,
"Music","USD","7500","7798",,,
"Design","USD","2500","0",,,
"Film & Video","USD","16000","0",,,
"Fashion","USD","3500","795",,,
"Film & Video","USD","1500","1665",,,
"Film & Video","USD","3000","26",,,
"Music","USD","5500","560",,,
"Art","USD","5000","5036",,,
"Film & Video","USD","8000","215",,,
"Music","USD","1500","0",,,
"Technology","USD","25000","500",,,
"Comics","USD","2200","800",,,
"Music","USD","1850","0",,,
"Music","USD","840","0",,,
"Food","USD","25000","4231",,,
"Art","USD","700","774",,,
"Design","USD","135000","37",,,
"Publishing","USD","120","0",,,
"Art","USD","5500","1",,,
"Technology","USD","30000","1116",,,
"Music","USD","1500","605",,,
"Art","USD","3000","2360",,,
"Film & Video","USD","525","562",,,
"Publishing","USD","850","850",,,
"Games","USD","66666","333661.99",,,
"Technology","USD","52700","300",,,
"Music","USD","5000","5303",,,
"Games","USD","2500","32",,,
"Design","USD","3229","139",,,
"Music","USD","500","1",,,
"Games","USD","5000","650",,,
"Crafts","USD","12000","550",,,
"Design","USD","20000","846",,,
"Journalism","USD","5000","1",,,
"Design","USD","9440","1336",,,
"Technology","USD","500","1304",,,
"Publishing","USD","750","0",,,
"Publishing","USD","6000","211",,,
"Music","USD","5000","5700",,,
"Food","USD","4000","92",,,
"Fashion","USD","6000","155",,,
"Publishing","USD","20000","0",,,
"Film & Video","USD","5500","5625.01",,,
"Crafts","USD","1100","6",,,
"Games","USD","3000","601",,,
"Design","USD","30000","120",,,
"Publishing","USD","500","0",,,
"Games","USD","5000","32527",,,
"Fashion","USD","40000","10",,,
"Games","USD","8000","7",,,
"Technology","USD","10000","0",,,
"Publishing","USD","1000","347",,,
"Music","USD","10000","3855",,,
"Art","USD","5000","1883.01",,,
"Music","USD","5000","5566.31",,,
"Music","USD","5000","596",,,
"Fashion","USD","3000","336",,,
"Design","USD","9300","2478",,,
"Theater","USD","7000","7140",,,
"Music","USD","1000","1125",,,
"Art","USD","5000","23",,,
"Art","USD","3000","4590.5",,,
"Technology","USD","15000","150",,,
"Photography","USD","3925","50",,,
"Dance","USD","5000","2195",,,
"Film & Video","USD","18500","25",,,
"Theater","USD","1000","1050",,,
"Publishing","USD","5616","1654",,,
"Film & Video","USD","200000","1",,,
"Design","USD","50000","90235",,,
"Film & Video","USD","80000","792",,,
"Film & Video","USD","25000","126",,,
"Film & Video","USD","5000","137",,,
"Design","USD","6000","280",,,
"Film & Video","USD","2500","5",,,
"Music","USD","13000","13906.98",,,
"Photography","USD","1200","1655",,,
"Publishing","USD","12000","1",,,
"Film & Video","USD","20000","22102",,,
"Technology","USD","4000","396",,,
"Publishing","USD","40000","10",,,
"Comics","USD","9750","29403",,,
"Film & Video","USD","46000","46375",,,
"Publishing","USD","12000","525",,,
"Food","USD","5000","0",,,
"Music","USD","200000","435",,,
"Games","USD","60000","611",,,
"Film & Video","USD","1825","3146",,,
"Design","USD","3000","1121",,,
"Music","USD","5000","5020",,,
"Publishing","USD","2500","136",,,
"Games","USD","2850","3160",,,
"Publishing","USD","6000","6032",,,
"Publishing","USD","3500","30",,,
"Publishing","USD","1500","1615",,,
"Music","USD","600","60",,,
"Games","USD","7500","0",,,
"Food","USD","3000","2",,,
"Technology","USD","75000","106084.5",,,
"Publishing","USD","15000","30",,,
"Journalism","USD","1500","2022",,,
"Film & Video","USD","5263","130",,,
"Games","USD","35000","31",,,
"Design","USD","3000","4010.61",,,
"Music","USD","286","288.37",,,
"Comics","USD","80000","225",,,
"Music","USD","3000","206",,,
"Photography","USD","2000","3301",,,
"Crafts","USD","5000","0",,,
"Music","USD","2500","2910",,,
"Publishing","USD","3000","5230",,,
"Film & Video","USD","5000","28",,,
"Art","USD","5000","701",,,
"Publishing","USD","1500","2851",,,
"Film & Video","USD","5000","870",,,
"Fashion","USD","9000","0",,,
"Design","USD","30000","34617",,,
"Crafts","USD","3000","12",,,
"Technology","USD","101000","115",,,
"Fashion","USD","4500","0",,,
"Art","USD","2000","2546",,,
"Publishing","USD","500","82",,,
"Film & Video","USD","10000","200",,,
"Film & Video","USD","1700","161",,,
"Publishing","USD","4789","10",,,
"Music","USD","100000","0",,,
"Journalism","USD","2500","55",,,
"Film & Video","USD","3000","0",,,
"Music","USD","4000","0",,,
"Music","USD","12000","19336",,,
"Film & Video","USD","3850","2603",,,
"Music","USD","3500","3645",,,
"Film & Video","USD","50000","51173",,,
"Music","USD","10000","15591",,,
"Food","USD","10000","306",,,
"Photography","USD","5000","7806",,,
"Music","USD","3000","1894",,,
"Music","USD","3000","0",,,
"Games","USD","20000","10",,,
"Publishing","USD","30000","25",,,
"Publishing","USD","4067","4122.12",,,
"Crafts","USD","500","0",,,
"Publishing","USD","5000","50",,,
"Technology","USD","50000","3646",,,
"Film & Video","USD","6500","6775",,,
"Food","USD","20000","21014",,,
"Technology","USD","10000","127",,,
"Photography","USD","1500","1000",,,
"Fashion","USD","50000","0",,,
"Film & Video","USD","60000","4040",,,
"Music","USD","800","806",,,
"Food","USD","10000","147",,,
"Fashion","USD","5000","5031",,,
"Theater","USD","2400","2450",,,
"Film & Video","USD","50000","1211",,,
"Art","USD","2500","100",,,
"Games","USD","25000","1364",,,
"Crafts","USD","15000","0",,,
"Publishing","USD","7000","0",,,
"Food","USD","100000","5",,,
"Music","USD","8500","985",,,
"Film & Video","USD","27500","11703.84",,,
"Publishing","USD","1200","1.5",,,
"Comics","USD","2000","152",,,
"Games","USD","1000","12071",,,
"Food","USD","5000","0",,,
"Art","USD","4000","4157",,,
"Theater","USD","5500","5516",,,
"Music","USD","500","0",,,
"Art","USD","2000","2689",,,
"Film & Video","USD","30000","4932.7",,,
"Food","USD","7000","1271",,,
"Film & Video","USD","19000","380",,,
"Comics","USD","68652","1",,,
"Publishing","USD","1500","15",,,
"Film & Video","USD","500","1365",,,
"Music","USD","5000","5678",,,
"Film & Video","USD","25000","30121",,,
"Film & Video","USD","2500","2533.88",,,
"Photography","USD","8000","104",,,
"Food","USD","7500","7717",,,
"Games","USD","5000","5287",,,
"Publishing","USD","135","150",,,
"Publishing","USD","3500","318",,,
"Publishing","USD","200","323",,,
"Design","USD","20000","40293",,,
"Music","USD","75","660",,,
"Film & Video","USD","50000","5372",,,
"Journalism","USD","1500","5",,,
"Crafts","USD","450","0",,,
"Design","USD","50000","11122",,,
"Music","USD","7000","325",,,
"Technology","USD","30000","0",,,
"Film & Video","USD","150000","103",,,
"Food","USD","5000","0",,,
"Photography","USD","1200","0",,,
"Technology","USD","7000","963",,,
"Music","USD","5000","7290.11",,,
"Crafts","USD","5000","48",,,
"Publishing","USD","7500","16",,,
"Fashion","USD","2000","130",,,
"Music","USD","300","790",,,
"Film & Video","USD","2500","834",,,
"Music","USD","8000","10590.11",,,
"Games","USD","5000","0",,,
"Music","USD","10000","3013",,,
"Publishing","USD","7000","310",,,
"Food","USD","2000","80",,,
"Design","USD","5000","82",,,
"Film & Video","USD","10000","25",,,
"Games","USD","75000","360",,,
"Film & Video","USD","5000","200",,,
"Music","USD","3000","3667.91",,,
"Fashion","USD","10000","0",,,
"Publishing","USD","5500","1",,,
"Design","USD","1000","1400",,,
"Publishing","USD","30000","450",,,
"Music","USD","5000","5250",,,
"Publishing","USD","1250","1415",,,
"Photography","USD","10000","80",,,
"Technology","USD","20000","22403",,,
"Games","USD","60000","3731",,,
"Technology","USD","2500","10",,,
"Comics","USD","1000","1519",,,
"Music","USD","3800","2162",,,
"Publishing","USD","50000","350",,,
"Music","USD","2000","2130",,,
"Publishing","USD","3000","25",,,
"Art","USD","6500","6579",,,
"Art","USD","8000","21453",,,
"Games","USD","20000","1065",,,
"Art","USD","60000","18087",,,
"Crafts","USD","50000","0",,,
"Art","USD","80000","0",,,
"Comics","USD","10000","56446.79",,,
"Comics","USD","7500","1180",,,
"Music","USD","3000","976",,,
"Design","USD","7000","3746",,,
"Film & Video","USD","40000","4",,,
"Art","USD","250","998.5",,,
"Crafts","USD","3000","0",,,
"Comics","USD","500","521",,,
"Film & Video","USD","5019","120",,,
"Music","USD","15000","3476",,,
"Music","USD","1000","100",,,
"Film & Video","USD","20000","490",,,
"Publishing","USD","3000","0",,,
"Comics","USD","2000","2355",,,
"Photography","USD","25000","60",,,
"Food","USD","600","635.17",,,
"Games","USD","20000","53536.21",,,
"Technology","USD","225000","229819.91",,,
"Film & Video","USD","3000","3342",,,
"Food","USD","15000","0",,,
"Publishing","USD","1500","50",,,
"Publishing","USD","4800","5626",,,
"Art","USD","4000","5111.9",,,
"Film & Video","USD","2000","2265",,,
"Design","USD","6000","697",,,
"Design","USD","5000","1445",,,
"Music","USD","3000","280",,,
"Publishing","USD","5000","1163",,,
"Technology","USD","10000","3508",,,
"Design","USD","10000","13098.26",,,
"Publishing","USD","2000","15",,,
"Art","USD","6500","6852",,,
"Publishing","USD","10100","510",,,
"Music","USD","4000","4467",,,
"Technology","USD","10000","50",,,
"Photography","USD","199","815",,,
"Art","USD","3000","10",,,
"Technology","USD","65000","2386",,,
"Photography","USD","21000","6805",,,
"Games","USD","2000","4320",,,
"Publishing","USD","18000","1",,,
"Music","USD","1500","110",,,
"Theater","USD","6000","6250",,,
"Crafts","USD","900","0",,,
"Music","USD","5000","1",,,
"Food","USD","650","1439",,,
"Publishing","USD","800","1116",,,
"Music","USD","5000","90",,,
"Theater","USD","2500","256",,,
"Technology","USD","65000","1256",,,
"Publishing","USD","25000","175",,,
"Art","USD","4000","0",,,
"Games","USD","6000","701.66",,,
"Games","USD","40000","115112",,,
"Games","USD","850000","12002.5",,,
"Music","USD","15000","15494",,,
"Crafts","USD","250","1",,,
"Food","USD","60500","67141",,,
"Music","USD","2000","2125",,,
"Technology","USD","55000","0",,,
"Film & Video","USD","4000","50",,,
"Fashion","USD","8000","25247.4",,,
"Music","USD","1500","1571.01",,,
"Games","USD","8000","642",,,
"Technology","USD","4500","110",,,
"Fashion","USD","3000","0",,,
"Music","USD","5000","5000",,,
"Comics","USD","3000","1294",,,
"Theater","USD","6500","543",,,
"Film & Video","USD","1000","1125",,,
"Games","USD","125000","27060",,,
"Film & Video","USD","100000","105740",,,
"Food","USD","60000","12743",,,
"Design","USD","5000","820",,,
"Games","USD","2000","8016",,,
"Design","USD","22000","96",,,
"Photography","USD","3500","0",,,
"Publishing","USD","3098","3098",,,
"Technology","USD","10000","11018",,,
"Music","USD","7000","7321",,,
"Music","USD","10000","10770",,,
"Dance","USD","8000","8282",,,
"Technology","USD","10000","0",,,
"Games","USD","3000","60",,,
"Film & Video","USD","55555","2100",,,
"Design","USD","60000","22356",,,
"Technology","USD","13000","925",,,
"Music","USD","10000","25",,,
"Games","USD","15000","19829",,,
"Film & Video","USD","5000","5226.26",,,
"Publishing","USD","1000","2319",,,
"Film & Video","USD","1200","1835",,,
"Design","USD","16000","0",,,
"Music","USD","800","25",,,
"Film & Video","USD","10000","0",,,
"Publishing","USD","10000","330",,,
"Music","USD","5000","7005",,,
"Art","USD","3500","892",,,
"Games","USD","30000","44703",,,
"Comics","USD","2000","2565",,,
"Design","USD","5500","549",,,
"Music","USD","3000","3000",,,
"Design","USD","50000","1722",,,
"Music","USD","1750","1780",,,
"Art","USD","65000","915",,,
"Food","USD","40000","50200",,,
"Music","USD","10000","0",,,
"Design","USD","20000","4720",,,
"Fashion","USD","23000","1082",,,
"Photography","USD","1300","0",,,
"Fashion","USD","5000","6",,,
"Music","USD","4000","35",,,
"Music","USD","750","185",,,
"Music","USD","2000","2320",,,
"Publishing","USD","2700","50",,,
"Design","USD","4000","870",,,
"Film & Video","USD","78100","85405.41",,,
"Games","USD","20000","1",,,
"Film & Video","USD","7000","1460",,,
"Games","USD","1500","68",,,
"Technology","USD","30000","1163",,,
"Film & Video","USD","3500","285",,,
"Music","USD","500","1026",,,
"Technology","USD","250000","1",,,
"Publishing","USD","12000","180",,,
"Music","USD","2700","436",,,
"Film & Video","USD","15000","0",,,
"Theater","USD","10000","10031.11",,,
"Technology","USD","5000","199",,,
"Fashion","USD","15000","15251",,,
"Music","USD","2325","2775",,,
"Music","USD","75000","25",,,
"Music","USD","1500","1507",,,
"Music","USD","2860","2946.73",,,
"Film & Video","USD","45000","0",,,
"Music","USD","14000","14820",,,
"Music","USD","4250","4570",,,
"Publishing","USD","3000","24",,,
"Technology","USD","7500","250",,,
"Film & Video","USD","5000","300",,,
"Games","USD","60","2342",,,
"Film & Video","USD","5000","5855",,,
"Technology","USD","3000","5064",,,
"Crafts","USD","500","1008",,,
"Film & Video","USD","25000","725",,,
"Art","USD","400","530.01",,,
"Music","USD","1850","2117.78",,,
"Dance","USD","20000","0",,,
"Food","USD","20000","21500",,,
"Games","USD","2000","0",,,
"Music","USD","6000","10333",,,
"Food","USD","35000","35465.41",,,
"Design","USD","10000","125",,,
"Music","USD","3500","4564.75",,,
"Food","USD","32000","8276",,,
"Film & Video","USD","20000","1945",,,
"Crafts","USD","3000","388",,,
"Food","USD","10","0",,,
"Art","USD","1200","1588.45",,,
"Music","USD","10000","10260",,,
"Games","USD","10000","0",,,
"Food","USD","3300","70",,,
"Art","USD","5000","6360",,,
"Comics","USD","1200","1565",,,
"Film & Video","USD","5000","6572",,,
"Film & Video","USD","15000","0",,,
"Film & Video","USD","2000","0",,,
"Publishing","USD","10000","2551",,,
"Music","USD","3500","551",,,
"Games","USD","2000","2442.01",,,
"Art","USD","11000","11012",,,
"Dance","USD","2100","375",,,
"Fashion","USD","1500","0",,,
"Technology","USD","7000","0",,,
"Music","USD","15000","240",,,
"Photography","USD","12000","12402",,,
"Games","USD","10000","4590",,,
"Publishing","USD","7000","350",,,
"Technology","USD","100000","77",,,
"Crafts","USD","550","9946",,,
"Technology","USD","5000","686",,,
"Film & Video","USD","45000","46487",,,
"Art","USD","3000","753",,,
"Crafts","USD","4000","1193",,,
"Music","USD","25000","206",,,
"Music","USD","1000","6",,,
"Journalism","USD","10000","11143",,,
"Journalism","USD","400","1",,,
"Art","USD","10","6",,,
"Publishing","USD","900","0",,,
"Technology","USD","10000","0",,,
"Art","USD","10000","300",,,
"Games","USD","45000","768",,,
"Comics","USD","1500","2",,,
"Publishing","USD","3200","2305",,,
"Film & Video","USD","10000","1795.11",,,
"Music","USD","22000","100",,,
"Music","USD","650","0",,,
"Comics","USD","6500","8832.99",,,
"Technology","USD","50000","10",,,
"Games","USD","5000","0",,,
"Technology","USD","100000","109926.5",,,
"Publishing","USD","2500","2621",,,
"Technology","USD","500","21",,,
"Music","USD","3000","3376",,,
"Food","USD","25000","0",,,
"Publishing","USD","9000","225",,,
"Music","USD","25000","6842",,,
"Film & Video","USD","15000","0",,,
"Food","USD","5000","752",,,
"Film & Video","USD","87400","10",,,
"Publishing","USD","10000","0",,,
"Art","USD","10000","10174",,,
"Film & Video","USD","10000","1",,,
"Music","USD","3001","3137.66",,,
"Music","USD","2000","410",,,
"Film & Video","USD","18000","10",,,
"Art","USD","10000","0",,,
"Music","USD","7500","7700",,,
"Music","USD","500","0",,,
"Technology","USD","30000","7072",,,
"Theater","USD","5500","2550",,,
"Music","USD","8000","20",,,
"Fashion","USD","2014","278",,,
"Theater","USD","6000","1129.44",,,
"Technology","USD","35000","36587.72",,,
"Publishing","USD","83","20",,,
"Film & Video","USD","60000","25",,,
"Journalism","USD","60000","4.25",,,
"Publishing","USD","850","466",,,
"Food","USD","50000","8730",,,
"Art","USD","200","400",,,
"Crafts","USD","3500","4076",,,
"Music","USD","2500","1375",,,
"Dance","USD","950","2381",,,
"Fashion","USD","1500","645",,,
"Film & Video","USD","25000","28720.42",,,
"Theater","USD","10000","10076",,,
"Publishing","USD","5000","25",,,
"Games","USD","2500","12780.68",,,
"Theater","USD","5000","5100.51",,,
"Music","USD","5000","5075",,,
"Film & Video","USD","500","960.14",,,
"Games","USD","125000","0",,,
"Music","USD","5000","7287",,,
"Film & Video","USD","12500","0",,,
"Design","USD","15000","4346",,,
"Technology","USD","111100","78",,,
"Food","USD","5000","1",,,
"Film & Video","USD","1300","287.25",,,
"Film & Video","USD","750","750",,,
"Games","USD","15000","35133",,,
"Art","USD","1600","1615",,,
"Design","USD","50000","5",,,
"Food","USD","5000","6631",,,
"Theater","USD","3000","5326",,,
"Photography","USD","550","1414.11",,,
"Film & Video","USD","30000","35",,,
"Fashion","USD","20000","2922",,,
"Music","USD","200","1081",,,
"Crafts","USD","2500","2663",,,
"Film & Video","USD","10000","0",,,
"Dance","USD","3000","3000",,,
"Food","USD","20000","4930",,,
"Art","USD","5000","5000",,,
"Film & Video","USD","3500","82",,,
"Music","USD","10000","1201",,,
"Art","USD","9350","9492",,,
"Photography","USD","5000","671",,,
"Food","USD","18000","3120",,,
"Design","USD","13500","331",,,
"Film & Video","USD","3000","3660",,,
"Art","USD","6200","0",,,
"Design","USD","5000","394",,,
"Film & Video","USD","9200","658",,,
"Music","USD","6000","505",,,
"Film & Video","USD","2600","3110",,,
"Technology","USD","150000","760",,,
"Games","USD","5000","9418",,,
"Music","USD","1000","1816",,,
"Film & Video","USD","3500","3630",,,
"Theater","USD","2500","0",,,
"Design","USD","10000","1022120.7",,,
"Film & Video","USD","30000","1701",,,
"Film & Video","USD","3500","150",,,
"Technology","USD","50000","52747",,,
"Publishing","USD","900","526",,,
"Food","USD","27500","50",,,
"Journalism","USD","1000","0",,,
"Games","USD","200","2538",,,
"Photography","USD","70","0",,,
"Food","USD","19000","260",,,
"Publishing","USD","5000","38",,,
"Publishing","USD","6783","0",,,
"Film & Video","USD","26495","35090.99",,,
"Music","USD","100000","105165.8",,,
"Art","USD","150","0",,,
"Publishing","USD","2000","1019",,,
"Games","USD","1500","2616",,,
"Music","USD","15000","18000",,,
"Film & Video","USD","5000","0",,,
"Music","USD","1800","1806",,,
"Music","USD","2000","3585.22",,,
"Film & Video","USD","5000","5795",,,
"Music","USD","3000","3329",,,
"Film & Video","USD","55000","60483",,,
"Music","USD","1750","0",,,
"Comics","USD","3000","3347",,,
"Food","USD","13000","156",,,
"Film & Video","USD","4000","45",,,
"Music","USD","10000","11682",,,
"Publishing","USD","3000","15",,,
"Food","USD","45000","4844",,,
"Art","USD","6000","6073.12",,,
"Art","USD","500","572",,,
"Music","USD","3000","0",,,
"Film & Video","USD","8000","20",,,
"Design","USD","5000","3865",,,
"Fashion","USD","700","815",,,
"Film & Video","USD","5000","100",,,
"Crafts","USD","30000","6434",,,
"Film & Video","USD","6000","7627",,,
"Publishing","USD","5000","25",,,
"Publishing","USD","8000","530",,,
"Music","USD","11000","0",,,
"Games","USD","5000","12296",,,
"Film & Video","USD","6000","6506",,,
"Technology","USD","3500","1607",,,
"Food","USD","9001","3",,,
"Publishing","USD","2800","2969",,,
"Design","USD","13300","164.69",,,
"Music","USD","2500","2581.6",,,
"Music","USD","250","816.1",,,
"Film & Video","USD","25000","125",,,
"Games","USD","20000","20708",,,
"Fashion","USD","20000","10",,,
"Games","USD","20000","0",,,
"Art","USD","10","4",,,
"Photography","USD","1000","0",,,
"Comics","USD","550","1722",,,
"Theater","USD","30000","30",,,
"Film & Video","USD","1951","650",,,
"Design","USD","100000","146",,,
"Food","USD","15000","755",,,
"Music","USD","5000","845",,,
"Food","USD","10000","0",,,
"Music","USD","10000","10030",,,
"Music","USD","5000","5612",,,
"Music","USD","5000","26",,,
"Music","USD","1000","2002",,,
"Art","USD","50000","430",,,
"Comics","USD","4000","4110",,,
"Journalism","USD","20000","26131",,,
"Food","USD","14800","1401",,,
"Film & Video","USD","5000","350",,,
"Film & Video","USD","500","592",,,
"Design","USD","60000","22",,,
"Art","USD","41000","3440",,,
"Theater","USD","2000","2425",,,
"Food","USD","3000","450",,,
"Music","USD","2000","2030",,,
"Music","USD","1000","1156",,,
"Publishing","USD","6000","5",,,
"Publishing","USD","1474","1539",,,
"Film & Video","USD","4000","193",,,
"Film & Video","USD","2000","15",,,
"Music","USD","6000","6515",,,
"Design","USD","1600","650",,,
"Art","USD","11000","650",,,
"Music","USD","2000","1",,,
"Music","USD","3000","3331",,,
"Fashion","USD","2000","182",,,
"Fashion","USD","500","1310",,,
"Film & Video","USD","2500","170",,,
"Technology","USD","13000","955",,,
"Music","USD","3000","0",,,
"Film & Video","USD","45000","56730.53",,,
"Design","USD","10000","2800.01",,,
"Film & Video","USD","15000","0",,,
"Games","USD","55000","425553",,,
"Publishing","USD","6000","10492.22",,,
"Design","USD","20000","60642.01",,,
"Film & Video","USD","2000","906",,,
"Crafts","USD","1500","276",,,
"Publishing","USD","3000","0",,,
"Games","USD","12000","21852",,,
"Music","USD","6000","2495",,,
"Film & Video","USD","200000","36",,,
"Fashion","USD","35000","0",,,
"Art","USD","500","0",,,
"Design","USD","20000","20454",,,
"Music","USD","5000","50",,,
"Publishing","USD","150","1320",,,
"Fashion","USD","15000","13793",,,
"Theater","USD","6000","6198.45",,,
"Games","USD","20000","16",,,
"Food","USD","700","795",,,
"Design","USD","5500","96",,,
"Music","USD","3000","345",,,
"Film & Video","USD","10000","120",,,
"Comics","USD","3000","3912",,,
"Art","USD","15000","551",,,
"Food","USD","8500","8952",,,
"Art","USD","675","811",,,
"Art","USD","20000","30253",,,
"Film & Video","USD","15000","0",,,
"Technology","USD","17500","271",,,
"Music","USD","7000","10525",,,
"Fashion","USD","6000","36865.37",,,
"Photography","USD","1000","0",,,
"Photography","USD","8500","1666",,,
"Design","USD","120000","24644",,,
"Games","USD","10000","10311",,,
"Publishing","USD","12000","0",,,
"Music","USD","1500","125",,,
"Film & Video","USD","95000","210",,,
"Music","USD","12000","13715",,,
"Film & Video","USD","1500","450",,,
"Film & Video","USD","3500","100",,,
"Technology","USD","4300","287",,,
"Games","USD","150000","2641",,,
"Technology","USD","93770","5000",,,
"Music","USD","2500","0",,,
"Publishing","USD","8000","8350",,,
"Music","USD","2500","1002",,,
"Food","USD","15000","0",,,
"Photography","USD","17000","19455",,,
"Design","USD","1000","77603",,,
"Art","USD","3999","4399.4",,,
"Film & Video","USD","20000","23062",,,
"Art","USD","3500","62",,,
"Music","USD","15000","16386",,,
"Art","USD","10000","0",,,
"Art","USD","5000","172",,,
